Funkcja celu,Podobienstwo
15602.0,30
15663.0,29
15663.0,29
15998.0,28
15663.0,29
16634.0,27
15663.0,29
15663.0,29
15998.0,28
16634.0,27
15602.0,30
15593.0,31
15998.0,28
16634.0,27
16979.0,26
15998.0,28
15998.0,28
15663.0,29
15602.0,30
15602.0,30
15998.0,28
15998.0,28
15593.0,31
15663.0,29
15998.0,28
16634.0,27
15998.0,28
15663.0,29
15998.0,28
16979.0,26
16634.0,27
15602.0,30
15663.0,29
16634.0,27
16634.0,27
15998.0,28
15602.0,30
15663.0,29
16634.0,27
15998.0,28
16634.0,27
16634.0,27
15663.0,29
15998.0,28
16979.0,26
15663.0,29
16634.0,27
15998.0,28
16634.0,27
15602.0,30
16634.0,27
15602.0,30
16634.0,27
16634.0,27
15998.0,28
15998.0,28
17319.0,25
15998.0,28
15998.0,28
16634.0,27
16634.0,27
16634.0,27
15602.0,30
15663.0,29
16634.0,27
15602.0,30
17319.0,25
15602.0,30
15998.0,28
15663.0,29
15663.0,29
15663.0,29
16634.0,27
15663.0,29
15663.0,29
15663.0,29
15663.0,29
15663.0,29
15663.0,29
15998.0,28
15663.0,29
15593.0,31
15602.0,30
15663.0,29
15663.0,29
16979.0,26
15998.0,28
16634.0,27
16634.0,27
16634.0,27
15663.0,29
16634.0,27
16634.0,27
15663.0,29
16634.0,27
15998.0,28
15998.0,28
16634.0,27
15998.0,28
15998.0,28
15663.0,29
16979.0,26
15998.0,28
15998.0,28
15602.0,30
15663.0,29
15602.0,30
16634.0,27
15998.0,28
15998.0,28
16634.0,27
15998.0,28
15663.0,29
15602.0,30
15663.0,29
16634.0,27
15663.0,29
15663.0,29
15663.0,29
16979.0,26
17782.0,24
15663.0,29
16634.0,27
16634.0,27
15663.0,29
16979.0,26
15998.0,28
15998.0,28
15602.0,30
16634.0,27
15602.0,30
16634.0,27
16634.0,27
15998.0,28
15998.0,28
15663.0,29
16979.0,26
15663.0,29
15663.0,29
15602.0,30
15663.0,29
16634.0,27
16634.0,27
15998.0,28
16634.0,27
17319.0,25
15663.0,29
15998.0,28
16634.0,27
16979.0,26
15998.0,28
16634.0,27
15998.0,28
15663.0,29
16979.0,26
16979.0,26
15602.0,30
15602.0,30
15998.0,28
15998.0,28
15998.0,28
15663.0,29
16634.0,27
16979.0,26
16634.0,27
15663.0,29
16634.0,27
16979.0,26
15998.0,28
16634.0,27
16634.0,27
16634.0,27
15998.0,28
15663.0,29
17319.0,25
15998.0,28
15998.0,28
15998.0,28
16979.0,26
15998.0,28
15998.0,28
15663.0,29
15998.0,28
15998.0,28
15998.0,28
16634.0,27
16979.0,26
15998.0,28
15998.0,28
15663.0,29
15663.0,29
15998.0,28
15663.0,29
16979.0,26
16979.0,26
16979.0,26
16634.0,27
15998.0,28
15998.0,28
15998.0,28
15602.0,30
16634.0,27
16634.0,27
16979.0,26
16979.0,26
15998.0,28
16979.0,26
15602.0,30
15998.0,28
16634.0,27
16979.0,26
16979.0,26
15663.0,29
15663.0,29
17319.0,25
15663.0,29
16979.0,26
16979.0,26
15998.0,28
17782.0,24
17319.0,25
15602.0,30
16979.0,26
16634.0,27
16979.0,26
15663.0,29
15602.0,30
16634.0,27
16634.0,27
17319.0,25
18116.0,23
15602.0,30
16979.0,26
15998.0,28
16979.0,26
15663.0,29
16979.0,26
15663.0,29
16634.0,27
15998.0,28
17319.0,25
17782.0,24
15663.0,29
16634.0,27
16634.0,27
16979.0,26
15998.0,28
15602.0,30
16979.0,26
16634.0,27
16634.0,27
15998.0,28
16979.0,26
15998.0,28
15998.0,28
15998.0,28
15998.0,28
16634.0,27
15998.0,28
16979.0,26
15663.0,29
15998.0,28
16979.0,26
15998.0,28
15602.0,30
17319.0,25
16634.0,27
16634.0,27
16634.0,27
16979.0,26
16634.0,27
16979.0,26
15998.0,28
15998.0,28
16634.0,27
16979.0,26
15998.0,28
16634.0,27
16634.0,27
15663.0,29
16634.0,27
15998.0,28
16979.0,26
16979.0,26
16979.0,26
16979.0,26
16979.0,26
16634.0,27
16634.0,27
16979.0,26
16634.0,27
15998.0,28
15998.0,28
15998.0,28
16979.0,26
15998.0,28
15663.0,29
15663.0,29
16634.0,27
17319.0,25
16979.0,26
16979.0,26
15998.0,28
17319.0,25
17319.0,25
15602.0,30
15998.0,28
16634.0,27
15998.0,28
16634.0,27
17319.0,25
16634.0,27
15663.0,29
15663.0,29
17782.0,24
15602.0,30
16634.0,27
16634.0,27
16979.0,26
17319.0,25
16634.0,27
16634.0,27
15663.0,29
16634.0,27
17319.0,25
16979.0,26
15663.0,29
16634.0,27
15998.0,28
16634.0,27
16634.0,27
16634.0,27
16979.0,26
16634.0,27
16634.0,27
16634.0,27
15663.0,29
16979.0,26
15998.0,28
16634.0,27
16634.0,27
16979.0,26
16634.0,27
15998.0,28
15998.0,28
16979.0,26
16634.0,27
16979.0,26
17319.0,25
16634.0,27
17319.0,25
15998.0,28
15663.0,29
16979.0,26
16634.0,27
15998.0,28
15998.0,28
16634.0,27
16634.0,27
15998.0,28
15663.0,29
16634.0,27
16634.0,27
16634.0,27
16979.0,26
16979.0,26
16634.0,27
17319.0,25
16979.0,26
16979.0,26
16634.0,27
17319.0,25
15998.0,28
16979.0,26
16979.0,26
17319.0,25
15998.0,28
16634.0,27
15998.0,28
15998.0,28
15998.0,28
16979.0,26
16634.0,27
16634.0,27
16979.0,26
16634.0,27
17319.0,25
16979.0,26
16634.0,27
17782.0,24
15663.0,29
16979.0,26
16979.0,26
17319.0,25
17319.0,25
15998.0,28
15998.0,28
16979.0,26
17782.0,24
16634.0,27
16634.0,27
16979.0,26
15998.0,28
16979.0,26
16979.0,26
17319.0,25
16634.0,27
17319.0,25
15998.0,28
15663.0,29
17782.0,24
15663.0,29
15602.0,30
16634.0,27
16979.0,26
15998.0,28
16979.0,26
16634.0,27
17319.0,25
16634.0,27
16979.0,26
16979.0,26
17319.0,25
15998.0,28
17319.0,25
16634.0,27
15998.0,28
16979.0,26
15998.0,28
16634.0,27
16634.0,27
17782.0,24
15998.0,28
15998.0,28
16979.0,26
17319.0,25
15602.0,30
17782.0,24
17319.0,25
16979.0,26
15998.0,28
16979.0,26
16634.0,27
16634.0,27
16979.0,26
16634.0,27
16634.0,27
16634.0,27
17782.0,24
16979.0,26
17319.0,25
17319.0,25
17319.0,25
16979.0,26
16634.0,27
16979.0,26
17319.0,25
16979.0,26
17319.0,25
16979.0,26
16634.0,27
16634.0,27
16979.0,26
15998.0,28
16979.0,26
16634.0,27
16979.0,26
16979.0,26
15998.0,28
16634.0,27
15663.0,29
17782.0,24
16979.0,26
16634.0,27
16634.0,27
15998.0,28
15998.0,28
16979.0,26
15663.0,29
16979.0,26
16634.0,27
18957.0,22
16979.0,26
16634.0,27
17319.0,25
17319.0,25
17319.0,25
16979.0,26
15998.0,28
15998.0,28
17319.0,25
16634.0,27
16979.0,26
17782.0,24
15998.0,28
17782.0,24
17319.0,25
16634.0,27
15998.0,28
16979.0,26
16979.0,26
16979.0,26
16979.0,26
17319.0,25
16979.0,26
16979.0,26
16979.0,26
17319.0,25
17319.0,25
17319.0,25
17319.0,25
16979.0,26
16634.0,27
16979.0,26
17319.0,25
18116.0,23
15998.0,28
16979.0,26
16634.0,27
16634.0,27
16979.0,26
16979.0,26
17319.0,25
17319.0,25
17319.0,25
17782.0,24
16979.0,26
17319.0,25
17782.0,24
16979.0,26
16634.0,27
17782.0,24
18116.0,23
17319.0,25
17782.0,24
17319.0,25
16634.0,27
17319.0,25
17782.0,24
15998.0,28
17782.0,24
17319.0,25
17782.0,24
17319.0,25
18116.0,23
16634.0,27
16979.0,26
16979.0,26
16979.0,26
17319.0,25
16634.0,27
18116.0,23
16634.0,27
16979.0,26
16634.0,27
17319.0,25
17319.0,25
17319.0,25
16979.0,26
16979.0,26
16979.0,26
17319.0,25
17782.0,24
17319.0,25
17782.0,24
16979.0,26
17782.0,24
17782.0,24
16979.0,26
16634.0,27
17782.0,24
17782.0,24
15998.0,28
17319.0,25
17319.0,25
16979.0,26
18957.0,22
16634.0,27
18116.0,23
16979.0,26
17319.0,25
17319.0,25
17319.0,25
16979.0,26
17319.0,25
16979.0,26
15998.0,28
16634.0,27
18116.0,23
16979.0,26
17319.0,25
17782.0,24
16979.0,26
16979.0,26
17782.0,24
17782.0,24
17319.0,25
17319.0,25
16979.0,26
17782.0,24
16979.0,26
17782.0,24
16634.0,27
16979.0,26
16979.0,26
18957.0,22
16979.0,26
17319.0,25
18116.0,23
17319.0,25
16634.0,27
18116.0,23
16979.0,26
16979.0,26
17782.0,24
16979.0,26
16634.0,27
16979.0,26
16979.0,26
18116.0,23
17319.0,25
17319.0,25
17319.0,25
18116.0,23
17319.0,25
17782.0,24
18116.0,23
17319.0,25
18116.0,23
16979.0,26
16634.0,27
18116.0,23
17782.0,24
17319.0,25
17319.0,25
18116.0,23
18957.0,22
17319.0,25
18116.0,23
18116.0,23
18957.0,22
17782.0,24
17782.0,24
17319.0,25
16979.0,26
18116.0,23
17319.0,25
18116.0,23
18116.0,23
17782.0,24
17782.0,24
18116.0,23
17782.0,24
17319.0,25
18116.0,23
17782.0,24
18957.0,22
17319.0,25
16979.0,26
20619.0,21
17319.0,25
18116.0,23
17782.0,24
17782.0,24
18957.0,22
18957.0,22
20619.0,21
17782.0,24
18957.0,22
17782.0,24
18957.0,22
18957.0,22
17782.0,24
