Funkcja celu,Podobienstwo
15668.0,62
15129.0,63
16317.0,60
15372.0,64
16366.0,57
15668.0,62
15367.0,67
15668.0,62
16906.0,53
15668.0,62
15129.0,63
15585.0,66
15691.0,61
15668.0,62
15579.0,68
15954.0,65
15579.0,68
16093.0,55
15860.0,59
16366.0,57
15311.0,70
15585.0,66
15129.0,63
15691.0,61
16729.0,51
15860.0,59
15467.0,58
15129.0,63
15585.0,66
16366.0,57
16199.0,56
15467.0,58
16093.0,55
15691.0,61
16317.0,60
16807.0,54
15311.0,70
15129.0,63
15129.0,63
15668.0,62
15129.0,63
15691.0,61
16317.0,60
15691.0,61
15954.0,65
15954.0,65
15691.0,61
15579.0,68
15585.0,66
16317.0,60
15668.0,62
15954.0,65
15467.0,58
15954.0,65
15954.0,65
15954.0,65
15372.0,64
16317.0,60
15129.0,63
15691.0,61
15467.0,58
16317.0,60
16366.0,57
15372.0,64
15585.0,66
15367.0,67
15691.0,61
15558.0,71
15467.0,58
16317.0,60
15585.0,66
15860.0,59
16366.0,57
15367.0,67
15668.0,62
15585.0,66
15372.0,64
15579.0,68
15691.0,61
15860.0,59
15585.0,66
15372.0,64
15691.0,61
15691.0,61
15372.0,64
15585.0,66
16807.0,54
15467.0,58
16317.0,60
16317.0,60
16807.0,54
15129.0,63
15372.0,64
15129.0,63
15467.0,58
16317.0,60
15367.0,67
15367.0,67
15860.0,59
15129.0,63
15372.0,64
16317.0,60
15372.0,64
15372.0,64
15691.0,61
16906.0,53
15668.0,62
15372.0,64
17702.0,49
15668.0,62
15691.0,61
15129.0,63
15372.0,64
15367.0,67
15860.0,59
15372.0,64
15129.0,63
15691.0,61
15668.0,62
15860.0,59
16317.0,60
15691.0,61
15954.0,65
15129.0,63
15668.0,62
15367.0,67
15372.0,64
16366.0,57
16317.0,60
16317.0,60
15129.0,63
15367.0,67
15372.0,64
15954.0,65
15954.0,65
15668.0,62
16317.0,60
16093.0,55
16317.0,60
15467.0,58
16807.0,54
15668.0,62
15129.0,63
15467.0,58
16093.0,55
16093.0,55
15954.0,65
16317.0,60
15860.0,59
15691.0,61
16366.0,57
16199.0,56
16199.0,56
15585.0,66
15860.0,59
15129.0,63
15311.0,70
16093.0,55
16729.0,51
15691.0,61
15336.0,69
15668.0,62
15954.0,65
16317.0,60
16366.0,57
15954.0,65
15668.0,62
15954.0,65
16906.0,53
16199.0,56
15372.0,64
15691.0,61
15129.0,63
15372.0,64
16317.0,60
15691.0,61
15668.0,62
15372.0,64
15860.0,59
15954.0,65
15860.0,59
15860.0,59
16906.0,53
16093.0,55
16199.0,56
15668.0,62
16199.0,56
15467.0,58
15668.0,62
16317.0,60
15372.0,64
16807.0,54
15954.0,65
15668.0,62
15129.0,63
15129.0,63
15372.0,64
15372.0,64
15367.0,67
16317.0,60
16906.0,53
15691.0,61
15127.0,74
16317.0,60
15668.0,62
16093.0,55
15691.0,61
15579.0,68
15129.0,63
15372.0,64
15954.0,65
15129.0,63
15860.0,59
15467.0,58
18033.0,52
15579.0,68
16366.0,57
15668.0,62
15311.0,70
15372.0,64
16199.0,56
16317.0,60
15336.0,69
15668.0,62
15467.0,58
15954.0,65
15691.0,61
15579.0,68
16366.0,57
15668.0,62
16199.0,56
15585.0,66
16317.0,60
15367.0,67
15467.0,58
15691.0,61
15585.0,66
15954.0,65
16317.0,60
15467.0,58
16366.0,57
16906.0,53
16093.0,55
15367.0,67
16366.0,57
16093.0,55
16906.0,53
16807.0,54
15668.0,62
15668.0,62
16366.0,57
16199.0,56
18130.0,50
15668.0,62
16906.0,53
16807.0,54
15860.0,59
15467.0,58
16366.0,57
15467.0,58
15954.0,65
16906.0,53
15691.0,61
16317.0,60
15367.0,67
16317.0,60
15668.0,62
16317.0,60
16317.0,60
16317.0,60
16366.0,57
15668.0,62
16317.0,60
15860.0,59
15129.0,63
16906.0,53
16199.0,56
15467.0,58
16807.0,54
15372.0,64
15585.0,66
16317.0,60
15954.0,65
15954.0,65
15129.0,63
15467.0,58
16093.0,55
15467.0,58
15668.0,62
16317.0,60
15954.0,65
15467.0,58
15691.0,61
15954.0,65
15367.0,67
15691.0,61
15467.0,58
16807.0,54
15129.0,63
15467.0,58
15668.0,62
16366.0,57
15668.0,62
15579.0,68
15954.0,65
16366.0,57
16199.0,56
16093.0,55
15129.0,63
15668.0,62
15691.0,61
16366.0,57
16093.0,55
16093.0,55
16317.0,60
15467.0,58
15129.0,63
15668.0,62
15129.0,63
15691.0,61
15585.0,66
15860.0,59
15860.0,59
16093.0,55
16093.0,55
16317.0,60
16317.0,60
16317.0,60
16199.0,56
16366.0,57
15691.0,61
18033.0,52
16317.0,60
15467.0,58
15372.0,64
15467.0,58
16199.0,56
16317.0,60
15691.0,61
16093.0,55
16317.0,60
15954.0,65
16199.0,56
15579.0,68
15129.0,63
15129.0,63
15367.0,67
15372.0,64
16729.0,51
18033.0,52
15691.0,61
15129.0,63
16199.0,56
15691.0,61
16199.0,56
15668.0,62
16199.0,56
15860.0,59
15129.0,63
15129.0,63
15668.0,62
15129.0,63
15860.0,59
15691.0,61
15954.0,65
16317.0,60
15691.0,61
15311.0,70
15860.0,59
15954.0,65
16199.0,56
15129.0,63
15668.0,62
16366.0,57
15367.0,67
15467.0,58
16366.0,57
15311.0,70
15860.0,59
15585.0,66
15129.0,63
15467.0,58
16199.0,56
15467.0,58
16366.0,57
15467.0,58
15691.0,61
16366.0,57
16366.0,57
15668.0,62
16807.0,54
15668.0,62
16199.0,56
16807.0,54
16729.0,51
15129.0,63
16199.0,56
15691.0,61
15691.0,61
16366.0,57
16366.0,57
15691.0,61
16093.0,55
15954.0,65
16366.0,57
15954.0,65
16366.0,57
16807.0,54
15129.0,63
15336.0,69
15668.0,62
15585.0,66
15367.0,67
15691.0,61
15691.0,61
15691.0,61
16317.0,60
16317.0,60
15860.0,59
16093.0,55
15954.0,65
15668.0,62
16093.0,55
16366.0,57
15691.0,61
15585.0,66
15585.0,66
16317.0,60
15954.0,65
16906.0,53
16317.0,60
15129.0,63
15860.0,59
16807.0,54
16199.0,56
15860.0,59
15311.0,70
15668.0,62
15860.0,59
15860.0,59
16093.0,55
15691.0,61
15467.0,58
16093.0,55
16366.0,57
16366.0,57
15860.0,59
15668.0,62
15668.0,62
16807.0,54
15336.0,69
16199.0,56
15372.0,64
15691.0,61
16199.0,56
16317.0,60
16807.0,54
16317.0,60
15585.0,66
15860.0,59
16317.0,60
16317.0,60
16317.0,60
15954.0,65
15467.0,58
15129.0,63
15367.0,67
16906.0,53
16199.0,56
15860.0,59
15860.0,59
15860.0,59
15372.0,64
15860.0,59
16093.0,55
15372.0,64
16093.0,55
15129.0,63
15372.0,64
16317.0,60
16199.0,56
16807.0,54
16317.0,60
16317.0,60
15954.0,65
18033.0,52
15467.0,58
15954.0,65
15860.0,59
16317.0,60
15954.0,65
15691.0,61
16807.0,54
15129.0,63
16317.0,60
15668.0,62
15860.0,59
18130.0,50
16317.0,60
16093.0,55
15585.0,66
15372.0,64
15467.0,58
15668.0,62
16366.0,57
15372.0,64
15367.0,67
15467.0,58
15367.0,67
15558.0,71
15467.0,58
16366.0,57
16317.0,60
15467.0,58
16093.0,55
15467.0,58
15311.0,70
18130.0,50
15467.0,58
15467.0,58
16906.0,53
15367.0,67
16093.0,55
16317.0,60
18130.0,50
15691.0,61
15691.0,61
19141.0,48
15860.0,59
15668.0,62
16317.0,60
15954.0,65
15954.0,65
16093.0,55
16317.0,60
15372.0,64
15129.0,63
15372.0,64
16093.0,55
16199.0,56
16093.0,55
15860.0,59
16366.0,57
16093.0,55
15691.0,61
15585.0,66
15467.0,58
15691.0,61
16906.0,53
15954.0,65
16199.0,56
15691.0,61
16317.0,60
17702.0,49
15129.0,63
16906.0,53
15860.0,59
15372.0,64
16807.0,54
16199.0,56
16093.0,55
15129.0,63
16199.0,56
16366.0,57
15467.0,58
15860.0,59
16807.0,54
16906.0,53
16366.0,57
15585.0,66
15860.0,59
18130.0,50
15467.0,58
15954.0,65
16366.0,57
18130.0,50
15668.0,62
15860.0,59
15691.0,61
15129.0,63
15668.0,62
16906.0,53
15954.0,65
16317.0,60
16317.0,60
16729.0,51
15860.0,59
15467.0,58
15668.0,62
16807.0,54
16366.0,57
16729.0,51
15668.0,62
15129.0,63
15467.0,58
15129.0,63
16317.0,60
16093.0,55
15954.0,65
16199.0,56
15860.0,59
16807.0,54
15860.0,59
16807.0,54
15129.0,63
16366.0,57
15668.0,62
18033.0,52
15372.0,64
16317.0,60
16093.0,55
16807.0,54
16093.0,55
16729.0,51
16366.0,57
16906.0,53
15467.0,58
16729.0,51
16199.0,56
15860.0,59
15467.0,58
15467.0,58
15467.0,58
15467.0,58
15691.0,61
15860.0,59
16317.0,60
16093.0,55
15954.0,65
15129.0,63
15860.0,59
16807.0,54
16366.0,57
15668.0,62
15129.0,63
16366.0,57
16093.0,55
15129.0,63
16366.0,57
18130.0,50
18130.0,50
15467.0,58
16807.0,54
16317.0,60
16366.0,57
16317.0,60
16199.0,56
16093.0,55
15129.0,63
18130.0,50
16807.0,54
16093.0,55
15467.0,58
16366.0,57
17702.0,49
15668.0,62
16906.0,53
15668.0,62
15467.0,58
15691.0,61
16366.0,57
16906.0,53
16729.0,51
15668.0,62
18033.0,52
15860.0,59
16199.0,56
16093.0,55
16729.0,51
15691.0,61
16906.0,53
15860.0,59
16093.0,55
16906.0,53
18033.0,52
16729.0,51
18130.0,50
16199.0,56
16199.0,56
15668.0,62
18033.0,52
18130.0,50
